#Summary of the data
#Min.	25%	Mean	Median	75%	Max.	Var
#2.000	35.330	35.882	37.340	38.570	39.920	22.967
#Data for density plot
#X	Y(density)
0	1.96576164405138e-05
1.40719212346311	0.00046931671317072
2.81438424692623	0.000512366145609297
4.22157637038934	0.000444668186166963
5.62876849385246	0.000398444261102552
7.03596061731557	0.000393450470913697
8.44315274077869	0.000628403323416138
9.8503448642418	0.000764881104587272
11.2575369877049	0.00077726250926793
12.664729111168	0.00146933760493041
14.0719212346311	0.00160884041950621
15.4791133580943	0.00206775293328404
16.8863054815574	0.00214712313822221
18.2934976050205	0.00245949313452342
19.7006897284836	0.00299166489268391
21.1078818519467	0.00343858400580792
22.5150739754098	0.00408995116882066
23.922266098873	0.00473325328909656
25.3294582223361	0.00537535713076701
26.7366503457992	0.00661640038920095
28.1438424692623	0.00836638615806783
29.5510345927254	0.0110324128145605
30.9582267161885	0.015224637999813
32.3654188396516	0.0250446935199086
33.7726109631148	0.0421050945184024
35.1798030865779	0.0763205571057136
36.586995210041	0.135225782794496
37.9941873335041	0.197806156455815
39.4013794569672	0.142603005580946
40.8085715804303	0.0154646515779574
42.2157637038934	0.00011292390632763
