#Summary of the data
#Min.	25%	Mean	Median	75%	Max.	Var
#165.000	199.000	255.333	203.000	310.000	425.000	9743.750
#Data for density plot
#X	Y(density)
0	5.91883617377287e-05
20.5188942670907	0.000138101945702225
41.0377885341813	0.000292574906282284
61.556682801272	0.000563237259490592
82.0755770683627	0.000986071160578871
102.594471335453	0.00157123715071833
123.113365602544	0.00228074324590805
143.632259869635	0.00301910412429962
164.151154136725	0.00365000957449359
184.670048403816	0.00403957829078859
205.188942670907	0.00410869264233754
225.707836937997	0.00386664429168271
246.226731205088	0.00340636206320843
266.745625472179	0.00286422269693856
287.264519739269	0.00236798984552543
307.78341400636	0.00199923092303115
328.302308273451	0.00178186400063724
348.821202540541	0.00169118664567708
369.340096807632	0.0016716491685241
389.858991074723	0.00165655997679738
410.377885341813	0.00158821976119147
430.896779608904	0.00143570574205737
451.415673875995	0.00120360005097583
471.934568143085	0.000926314954983531
492.453462410176	0.000650485158511687
512.972356677267	0.000415251594929897
533.491250944357	0.000240434821351073
554.010145211448	0.000126090152977455
574.529039478539	5.98363975196305e-05
595.04793374563	2.56791359350002e-05
615.56682801272	9.96164879241447e-06
