#Summary of the data
#Min.	25%	Mean	Median	75%	Max.	Var
#125.000	168.000	272.889	225.000	395.000	469.000	16982.861
#Data for density plot
#X	Y(density)
0	0.000422412372704577
24.0195950789992	0.000678878041598151
48.0391901579984	0.00101258464581858
72.0587852369976	0.00140278179928529
96.0783803159968	0.00180692529635686
120.097975394996	0.00216766062785213
144.117570473995	0.00242812663190638
168.137165552994	0.00255061414065498
192.156760631994	0.00253070019414739
216.176355710993	0.00240002056424771
240.195950789992	0.00221569960358859
264.215545868991	0.00204053376371925
288.23514094799	0.00192201047254595
312.25473602699	0.00187824552154892
336.274331105989	0.00189539644796505
360.293926184988	0.00193616918568077
384.313521263987	0.00195500468812172
408.333116342986	0.00191383603480091
432.352711421986	0.00179313010291611
456.372306500985	0.00159547045651295
480.391901579984	0.00134193561827807
504.411496658983	0.00106381530166394
528.431091737982	0.000793141630511492
552.450686816982	0.000555091491814289
576.470281895981	0.000364009968831061
600.48987697498	0.000223254734605892
624.509472053979	0.000127830601502691
648.529067132978	6.82099123359576e-05
672.548662211977	3.38621887413101e-05
696.568257290977	1.56161826911416e-05
720.587852369976	6.68090792974594e-06
