#Summary of the data
#Min.	25%	Mean	Median	75%	Max.	Var
#33.310	36.910	37.244	37.850	38.380	38.710	2.917
#Data for density plot
#X	Y(density)
30.0128570903727	0.000448059236914135
30.4126666176812	0.00124903429895095
30.8124761449897	0.00305044439002859
31.2122856722982	0.00652732586549556
31.6120951996067	0.0122398594534928
32.0119047269152	0.0201235749509238
32.4117142542236	0.0290457850635859
32.8115237815321	0.0369282222662879
33.2113333088406	0.0417105934114697
33.6111428361491	0.042756875204662
34.0109523634576	0.041747831489385
34.4107618907661	0.042301300406306
34.8105714180745	0.0484574846269901
35.210380945383	0.0629735055156716
35.6101904726915	0.0864036712801485
36.01	0.117254773989773
36.4098095273085	0.152704133601853
36.809619054617	0.189058591052874
37.2094285819255	0.22158746596417
37.6092381092339	0.244318415933352
38.0090476365424	0.250963309937388
38.4088571638509	0.237425172758657
38.8086666911594	0.204587630076763
39.2084762184679	0.159063595078591
39.6082857457764	0.110766935012685
40.0080952730848	0.068713622252179
40.4079048003933	0.0378255487169274
40.8077143277018	0.0184268952294322
41.2075238550103	0.00792890202315223
41.6073333823188	0.00300942306623001
42.0071429096273	0.00100657531873847
